-100,-100,0.00496259635740118
-99,-99,0.00597161190970039
-98,-98,0.00673077147999628
-97,-97,0.0072007223927258
-96,-96,0.0073542820424099
-95,-95,0.00717790044661742
-94,-94,0.00667254662367832
-93,-93,0.00585396812084018
-92,-92,0.00475229961175658
-91,-91,0.00341102463520419
-90,-90,0.00188532306093044
-89,-89,0.000239864507815654
-88,-88,-0.00145386651568901
-87,-87,-0.00312060567946693
-86,-86,-0.00468457801554929
-85,-85,-0.00607286224333679
-84,-84,-0.00721870417869729
-83,-83,-0.00806463230493196
-82,-82,-0.00856523409644674
-81,-81,-0.00868946346270966
-80,-80,-0.00842236733518
-79,-79,-0.00776614230741441
-78,-78,-0.00674045947519243
-77,-77,-0.00538202612219659
-76,-76,-0.00374338540956551
-75,-75,-0.00189098839608594
-74,-74,9.73948729647195E-05
-73,-73,0.00213582822429956
-72,-72,0.00413380244070909
-71,-71,0.00600012283946421
-70,-70,0.00764692937465281
-69,-69,0.00899367764184508
-68,-68,0.00997090665369117
-67,-67,0.0105236241480874
-66,-66,0.0106141524391062
-65,-65,0.0102242970652084
-64,-64,0.0093567260664415
-63,-63,0.00803547868855414
-62,-62,0.00630555747691077
-61,-61,0.00423159569531448
-60,-60,0.00189563124630742
-59,-59,-0.000605942842758151
-58,-58,-0.00316614441125352
-57,-57,-0.00567174437301939
-56,-56,-0.0080080166371248
-55,-55,-0.0100637053546377
-54,-54,-0.0117360046361228
-53,-53,-0.0129353396034904
-52,-52,-0.0135897399944676
-51,-51,-0.0136486086292108
-50,-50,-0.0130857066189534
-49,-49,-0.0119012046342772
-48,-48,-0.0101226839080243
-47,-47,-0.00780501067440944
-46,-46,-0.00502905193354781
-45,-45,-0.00189924707094118
-44,-44,0.00145990288831685
-43,-43,0.00490832065529543
-42,-42,0.00829566217671741
-41,-41,0.0114672619642882
-40,-40,0.0142704947882752
-39,-39,0.0165613111121645
-38,-38,0.0182106896048645
-37,-37,0.0191107459025588
-36,-36,0.0191802428821151
-35,-35,0.0183692640281288
-34,-34,0.0166628375948454
-33,-33,0.0140833343541273
-32,-32,0.0106915045829561
-31,-31,0.00658606905214996
-30,-30,0.00190183233287101
-29,-29,-0.00319365726544895
-28,-28,-0.00850482050665677
-27,-27,-0.0138139977364357
-26,-26,-0.0188884516163209
-25,-25,-0.0234881922258205
-24,-24,-0.0273743581377812
-23,-23,-0.0303178599201731
-22,-22,-0.0321079759469375
-21,-21,-0.0325605852150866
-20,-20,-0.0315257284402882
-19,-19,-0.0288942069663748
-18,-18,-0.0246029584533249
-17,-17,-0.0186389879464992
-16,-16,-0.0110416814185781
-15,-15,-0.00190338450263818
-14,-14,0.00863181010260506
-13,-13,0.020371059394987
-12,-12,0.0330774795932496
-11,-11,0.0464764346024393
-10,-10,0.0602632113584306
-9,-9,0.074111838131213
-8,-8,0.0876847583735151
-7,-7,0.100643039255091
-6,-6,0.112656771937378
-5,-5,0.123415310812267
-4,-4,0.132637001790524
-3,-3,0.140078065243221
-2,-2,0.145540326861791
-1,-1,0.148877528539641
1,1,0.148877528539641
2,2,0.145540326861791
3,3,0.140078065243221
4,4,0.132637001790524
5,5,0.123415310812267
6,6,0.112656771937378
7,7,0.100643039255091
8,8,0.0876847583735151
9,9,0.074111838131213
10,10,0.0602632113584306
11,11,0.0464764346024393
12,12,0.0330774795932496
13,13,0.020371059394987
14,14,0.00863181010260506
15,15,-0.00190338450263818
16,16,-0.0110416814185781
17,17,-0.0186389879464992
18,18,-0.0246029584533249
19,19,-0.0288942069663748
20,20,-0.0315257284402882
21,21,-0.0325605852150866
22,22,-0.0321079759469375
